CycleNumber,OA-10_10N_20mms_test9,OA-10_10N_20mms_test2,OA-10_20N_100mms_test3,OA-10_10N_100mms_test4,OA-10_20N_100mms_test7,OA-10_10N_100mms_test5,OA-10_20N_20mms_test12,OA-10_20N_100mms_test8,OA-10_10N_100mms_test6,OA-10_10N_20mms_test10,OA-10_20N_20mms_test11,OA-10_20N_20mms_test1,C20A_20N_10mms_test1,C20A_10N_10mms_test3,C20A_10N_100mms_test4,C20A_20N_100mms_test2,TOCN_20N_10mms_test1,TOCN_10N_100mms_test4,TOCN_10N_10mms_test3,TOCN_20N_100mms_test1,OA-20_20N_100mms_test3,OA-20_20N_20mms_test1,OA-20_10N_100mms_test4,OA-20_10N_20mms_test2,OA-20_20N_100mms_test7,OA-20_20N_20mms_test2,OA-20_10N_20mms_test6,OA-20_20N_100mms_test8,OA-20_10N_100mms_test4,OA-20_10N_100mms_test3,OA-20_20N_20mms_test1,OA-20_10N_20mms_test5,OA-0_20N_100mms_test7,OA-0_10N_20mms_test14,OA-0_20N_100mms_test13,OA-0_20N_100mms_test2,OA-0_20N_20mms_test11,OA-0_20N_20mms_test1,OA-0_20N_20mms_test5,OA-0_10N_100mms_test12,OA-0_10N_100mms_test8,OA-0_10N_100mms_test3,OA-0_10N_20mms_test6,OA-0_10N_20mms_test4,C20A_OA-2_20N_10mms_test1,C20A_OA-2_10N_10mms_test3,C20A_OA-2_10N_100mms_test4,C20A_OA-2_20N_100mms_test2,OA-1_10N_20mms_test11,OA-1_10N_100mms_test13,OA-1_10N_20mms_test10,OA-1_20N_100mms_test8,OA-1_10N_100mms_test12,OA-1_20N_20mms_test1,OA-1_10N_100mms_test4,OA-1_20N_20mms_test5,OA-1_20N_100mms_test3,OA-1_10N_20mms_test2,OA-1_20N_100mms_test7,OA-1_20N_20mms_test6
835,0.10284140962745728,0.08905008833363832,0.1097195921079867,0.13149400681003462,0.10245873508283761,0.09022057639886132,0.1167933824491009,0.11832038709723053,0.10762244414289118,0.11851751601538067,0.11635404292819278,0.07615458880333034,0.17380580883992636,0.14806476779479746,0.10527493334754284,0.14792712727752366,0.13391637649623325,0.12153769261299839,0.15292779919547486,0.15091014662497942,0.10436109039890525,0.09804020133440608,0.13159765962169992,0.08351788559807156,0.11736797669662832,0.11341269198884203,0.1181276272963725,0.10542087263459005,0.08507910674094461,0.1022311478976793,0.10983580822042627,0.124133179401469,0.1491054087272713,0.17176005657512214,0.1408675817733736,0.13885469796718353,0.1848316262713056,0.16779389279477155,0.1564395287561074,0.1571171230592837,0.08755166248331427,0.12493048517330799,0.15593940191947941,0.15908229174716987,0.1229580800577424,0.11823126937803348,0.138738807958195,0.13386272029835503,0.10526413365055684,0.12988999127435077,0.14026234062879211,0.1251468205962234,0.0984599404724261,0.1367754380760286,0.13725581066869746,0.1743656323433912,0.12057066514061116,0.15676636237184022,0.0999238006719842,0.12240553581875932
836,0.10658218373582896,0.10042606899712488,0.12293989728394138,0.10824862942240043,0.10182781750332123,0.13735073838023965,0.09856291799650452,0.11018323791307887,0.0894205572649303,0.10194832835083147,0.11024942226738063,0.08666191751261663,0.1636987841474904,0.12864702912925943,0.11250596463676873,0.16785657028374001,0.10896732962413452,0.13938581715074064,0.02190921455184813,0.13979937923961816,0.09810589166461786,0.09350294872006708,0.10709447917844991,0.10281615579840893,0.10720019860179464,0.11715602111539593,0.15229581639322082,0.0953387943183014,0.1191819617735161,0.14525190963797652,0.12610856062169376,0.1451475535467041,0.13924771415332282,0.14248861106419972,0.14494705501839644,0.13804909606085675,0.16857248676098058,0.17768750328792207,0.18158577076101073,0.11948646957703064,0.09379617525556325,0.0869224292401206,0.1290656238297003,0.16999529168296787,0.0808641760602037,0.0659957366815847,0.09101113402661204,0.12431641494165424,0.16347002039895916,0.10836081212170881,0.11079810286812966,0.11439172441715795,0.08635993189652078,0.15380824475192217,0.15844741403180737,0.14669648044992262,0.13524859099455594,0.14182061401106583,0.11705435463429652,0.12577618900122928
837,0.08852382175633122,0.10011249264365189,0.10943079924224264,0.07769393278926287,0.09514348448076093,0.09172526842275587,0.12452958017202881,0.09274731065296077,0.14200636223342092,0.10878570073245107,0.09639147557113625,0.0887507930468986,0.19225611907067014,0.1394426776938992,0.13625632025468015,0.14787497880533657,0.14436242314194905,0.09479435658814774,0.12302665627518167,0.12454305076300509,0.10100205866936067,0.10232284223076697,0.10125006053585262,0.14766728325077974,0.11567105406704986,0.10419978388680935,0.11466577813962162,0.10320545362302645,0.11947513047963304,0.10497043830642734,0.0913020754390404,0.12985466574356144,0.15881312833315192,0.15199651222448313,0.1264552885838293,0.14260785946724303,0.1916158713869012,0.14848488490109782,0.13400644861897654,0.11171698389942486,0.09982508414754862,0.1267490466430697,0.17514755845891994,0.16156641407414346,0.11405992819438754,0.14504968574083754,0.11854511659379231,0.1239662521907299,0.14235176789934129,0.14286022286672115,0.12257353615675906,0.1294602275418818,0.1413734191610697,0.15977108492404776,0.14149970522580962,0.1787707547621383,0.12597886232106204,0.1331746576449404,0.11513449999884529,0.15299474323520834
838,0.07633192969992408,0.08858325517057536,0.12134614537080096,0.10315013872697348,0.10304639095490091,0.11144026614932802,0.09986843942280262,0.0889292916881496,0.11591979538849848,0.10119806744015343,0.11359197005849647,0.09993770686734119,0.13994523405088408,0.20370621321802065,0.10241442082078167,0.14838491894481604,0.15074205923929956,0.09561683579631036,0.1337628770122321,0.14823254343101852,0.10334462256463936,0.11540292262308775,0.0950503003765183,0.11030806262172045,0.10674498043127215,0.11207527907080844,0.13595741912713988,0.11323776244095159,0.11642863028072256,0.10996412159561819,0.12632720243503562,0.14207179787144497,0.12309795062323965,0.13540045431549258,0.12676577980293832,0.1421414235797676,0.1837504990079768,0.15199846907689485,0.15724544976032262,0.15334963174965127,0.09030914095790316,0.1270147705975243,0.11344295187178365,0.1980389485528623,0.10192738480272906,0.18157478072735667,0.09411124914011965,0.12883083100270476,0.12996504185733193,0.11210471323874356,0.12377244375591803,0.11063199577723622,0.11071066251578095,0.13979963300913037,0.13878098013810822,0.15502754494020124,0.11160914232414795,0.09582728290673619,0.11296031280579075,0.13107805193508895
839,0.0745300312051371,0.1253052996911031,0.12239554136952455,0.09569757302289736,0.09805733038811326,0.11953588842726923,0.12896925226294623,0.11474923056133532,0.08182848601894595,0.07425231025516718,0.11228858772347657,0.09232507385800544,0.1521119132380348,0.10923484401606186,0.11842033765130798,0.15873944221497477,0.1285446337081735,0.1509732536453899,0.12878330424767057,0.1335788159658697,0.1074870994854879,0.10908588824957181,0.09015262466297042,0.06385331561876231,0.12380388194336284,0.12949967756054923,0.1785273848450124,0.10766851462560183,0.10787775849096257,0.1490531775914888,0.11916264285453555,0.1423446344438911,0.14229422428560567,0.1515457624070632,0.14267228650446676,0.14215788654623807,0.14794595630556365,0.1460590082165151,0.13903000158764245,0.16877002238918226,0.11329440257535962,0.13644976260137273,0.1869970386184283,0.1767017100673755,0.10442587588096783,0.0391985293288822,0.07362234651397716,0.11106115963583553,0.1483453943677854,0.18408961584821984,0.14031795913756734,0.1071970268800548,0.13702817428153702,0.1545134177801357,0.10634343296036952,0.15493622611621347,0.11526540378041104,0.13337272289387744,0.11576577543613584,0.1551903303575882
840,0.11526611127268784,0.09563070281789567,0.10615810547425789,0.10035822191579467,0.09811953571754517,0.09647049030535718,0.10768641520900565,0.08746805967758672,0.12083977797280049,0.08997166988492486,0.10604972980668999,0.10335487622231465,0.13778279047901762,0.1285777082757847,0.10094797355312533,0.14265825755575917,0.15807922674402092,0.10625288688936395,0.09861784468647442,0.13739312576895507,0.11025662079411756,0.08476832914061677,0.11574108180365014,0.09485620321136638,0.1054014643974311,0.11021779227758756,0.15346885909857447,0.11203819683261429,0.08745046351745854,0.1554219122289139,0.11187324507404076,0.16136752419826028,0.17107055045021716,0.15938450394647205,0.1464855414294453,0.13530639761086335,0.1891561249911537,0.1561450732531766,0.1273079809757016,0.14959761006498248,0.09709302860963998,0.1456291535512522,0.16825368479346936,0.1790204722857479,0.09824831171738146,0.05540966604347307,0.12150613690679973,0.14157059617751244,0.1382395102733717,0.1443387781692459,0.1166602941365467,0.11907191472012504,0.148529124794429,0.15315748834580842,0.11562460845286446,0.1615068864938043,0.09547582427745402,0.12827270183294598,0.1179107932183598,0.15607303218477503
841,0.0847671448900271,0.10130762056534096,0.10331775546232733,0.10879060120911109,0.09767684102744523,0.08594574037423008,0.11384670704903095,0.1241353277110203,0.13896773493284173,0.09769322487360688,0.11158604285994425,0.12121083544564777,0.13036892483157525,0.0992150134736196,0.12966811099503425,0.1492047183879059,0.1514289110908817,0.12702577385275027,0.07809403619838368,0.14410070089652738,0.10623032794542367,0.11846563224577399,0.12080597671711303,0.09636397500771829,0.0894124333152401,0.12010368254017736,0.1409501915254199,0.10958239864765204,0.0834958750323686,0.11797625769937771,0.09431349042738321,0.1333626809638504,0.1567850097257369,0.13279139965368925,0.15626619946208145,0.14906524985941028,0.18241783816999618,0.16459124782731074,0.17376032089888171,0.1395694126182947,0.12684245785964318,0.12813933070424433,0.152559253125318,0.16034616177513633,0.0957283268800314,0.1030578520422115,0.10987830812834753,0.14160929712902107,0.15263156324126845,0.13933967482640947,0.1495425805761301,0.10781446442760192,0.13210484929686697,0.13701720390609587,0.11673343665907256,0.1260924145970999,0.12574007872482687,0.12613226375247746,0.10422961895158352,0.13375724441610076
842,0.08575645767131307,0.1299602557561376,0.10649015422624011,0.13247159416196042,0.0969942489802935,0.09123871920161479,0.12102399805854527,0.10111186080063174,0.10633700862468842,0.0989939955274918,0.10573839436053901,0.11263435068137671,0.14349331575955362,0.10316903781428446,0.10015890762104697,0.1564578605202749,0.12955976341770775,0.10128070963979233,0.12171098444511441,0.12599298018299107,0.10575414657582852,0.1194499777856356,0.10091861501617229,0.07704910221104315,0.10687893672735813,0.11559522266614006,0.12602161828802688,0.10871410873630667,0.10334718417736567,0.13069910061874543,0.10618135959739292,0.16512205205754443,0.1704230868526902,0.15971456930339953,0.1451187371696361,0.1450678130848778,0.16489189595604606,0.1744968659534472,0.13106112942393353,0.1504719974140467,0.12160287451901465,0.14186624221986338,0.15330569540419028,0.1976083387449452,0.08893609060498771,0.06804410439965934,0.13486609509560632,0.11627910521783386,0.15925343038571155,0.15914652054711376,0.14532093466039084,0.11463662800818501,0.08026595278133736,0.14870673671918616,0.12383781831271025,0.16285912439699227,0.11663084205621839,0.11541772538594085,0.11637657121526476,0.15410729437158122
843,0.10271128879673157,0.08435301867970137,0.12515281672284942,0.07566082049195097,0.11042936296974895,0.08766807054125894,0.09563818102548376,0.10544923693676755,0.12115753099518238,0.09346607201981175,0.09052985777764752,0.1026714885938722,0.17357854484898094,0.08480207571454765,0.10527724640550395,0.15746506271020633,0.13522501507764864,0.16171189198344543,0.06549490256186627,0.15205541291071406,0.10943488261186468,0.0957506039000243,0.1019662468516375,0.11453395185463144,0.12831385453968777,0.11262145370164323,0.15134034167562432,0.11001979046987247,0.07189477100114584,0.1378829333854364,0.10854253490008182,0.1492531977005238,0.15042223863615808,0.13827939569259234,0.161760402582627,0.13396924271924288,0.18687782868854386,0.1568440039911337,0.1558014482077504,0.13671318681775368,0.07516220048428518,0.1254970183195517,0.1462094500191207,0.16972967590218913,0.12849875754195741,0.11786492390771679,0.12084850309799133,0.1326416213862602,0.13705760356384816,0.1820448429824011,0.13660539880294767,0.13095742447731,0.1382351211966046,0.16108284739750836,0.10120987439093991,0.1557504668478264,0.1259188972924733,0.1214538816908183,0.11052783486748727,0.15224978961755334
844,0.07951607272612994,0.07592108344696862,0.1033614976847759,0.09288830723414879,0.10195935140621912,0.10990676460969817,0.09372081545795939,0.11137125638326699,0.11828230015204041,0.0819195146460068,0.10403648843635813,0.1113820418490787,0.1469878454693558,0.1258635997733299,0.118739427532004,0.15710613957933137,0.10393305159349724,0.12987204281459652,0.07225060526801101,0.12773011119570815,0.09396684279020488,0.1077794076897399,0.09316955874383887,0.09800043050389999,0.12066995584904368,0.12177158558340227,0.12444316491653683,0.0924228661701675,0.14006222845658767,0.13611589673568972,0.12078933854187897,0.11786610537410007,0.1402766342914434,0.16378884295272492,0.12970970159601616,0.13518605083088087,0.1770706067977822,0.1674494993974493,0.1572581878458028,0.15185798446038667,0.10408198950050358,0.12308472576828508,0.17181413972823462,0.1591225120998451,0.06553663175389586,0.12453585915931009,0.10626369000793096,0.13231148240349833,0.11712909844574812,0.1681399094734756,0.1536798960773607,0.10797928588333693,0.0881397294527302,0.13608260147139012,0.14865055482065997,0.1590161427467584,0.1315250143886955,0.11993288594158581,0.10730747939529635,0.15481541924491002
845,0.1116034984780573,0.1253649819554072,0.11610702627949356,0.09306086736259107,0.10386169217397595,0.10992575325203283,0.1088933950892856,0.11005332193686881,0.12161872754261571,0.11437890205325049,0.11085556677404948,0.094127821819827,0.1602692080611506,0.18896640330798062,0.12428479618747404,0.1550097400339692,0.10367098314719501,0.12132357090285538,0.10967161121676988,0.14070822788708293,0.10541526144027255,0.09717757061309192,0.09861136254792352,0.07653479182841645,0.10686069679381448,0.11984037753059122,0.15901777021735483,0.12403854251669955,0.11089353612305423,0.1272676840222967,0.10417685834817551,0.13100923944994355,0.1537161556661654,0.1736928536632285,0.1320314310832762,0.14679829242514456,0.1646934498206233,0.15860122053448303,0.16221850698919502,0.1529174680500336,0.06395530265626456,0.11932583294602976,0.14995569011137208,0.16560269959396814,0.10120501917287437,0.17410052079355912,0.13403494666245921,0.1271038487270462,0.13021411498690258,0.1285475820273833,0.12131745470526874,0.1091976427648526,0.11530356652487543,0.1545961943300728,0.1342473691736401,0.1621703423126949,0.11768275851210105,0.10192985497914982,0.11142748331007235,0.14485798496438232
846,0.09955521138190601,0.07954437979835262,0.11374375626507605,0.1482480762126952,0.11107900709329846,0.12410061276430821,0.11530868374977354,0.11079038458792588,0.12689895593148967,0.1278954208236922,0.10812645849106972,0.12485955515979945,0.14521489666982232,0.22523601708279947,0.11478273318913998,0.15747993821433579,0.1256905156455232,0.12148312944841208,0.0924330300745111,0.12482569064132416,0.10485551990415354,0.09308525250145676,0.11676379275843742,0.08644721414185293,0.11353805046350177,0.10533146444794543,0.15864458576454327,0.11632307483862477,0.10657409266727412,0.1388604075021836,0.12248007803760562,0.11360128973228464,0.1662654418507877,0.14849756632019925,0.1312173381864652,0.14265176090068804,0.1561309305441529,0.16614037014571803,0.14125949810263072,0.14997654848843842,0.09038802547448638,0.12644073121812005,0.1788452971540697,0.1813160602517668,0.11160152402855758,0.18732117536204262,0.12867090149374039,0.13052595962707106,0.1528801012580941,0.09345235546098167,0.12113938603476194,0.10816091182386053,0.09595831866874543,0.15664843548601778,0.13580355081082432,0.15633615213273458,0.12091501527770962,0.1259012853179293,0.11538275901331484,0.14606478642840318
847,0.10598379167677291,0.09510287899206211,0.1042821144665109,0.0855894355654575,0.10258102587405374,0.08504835640309881,0.11697960608253628,0.10289720988628216,0.10740230372505259,0.0991765443176621,0.1066421721157857,0.11896478791712287,0.1501274534616532,0.05457950306307929,0.09961671206768653,0.15270636595481588,0.13373913240135255,0.11270201171050076,0.07002962131904951,0.14956030264727052,0.11315460510218418,0.10584794623948156,0.10572148285512478,0.06006112951801939,0.09549347708385302,0.10269979214698839,0.17690056966936912,0.09979045249740505,0.09677238818220486,0.12503454710236464,0.08953348090592686,0.17304422489667698,0.12894119333626336,0.13699050015843034,0.14185732558645767,0.14516081482631488,0.1682322520397432,0.14422532080461004,0.14672872051144425,0.14392814145147706,0.1003924808004292,0.10650685259388987,0.15909522913326288,0.1590916809649812,0.1241514736168338,0.10964165767508831,0.10842248822878581,0.13984630297927084,0.11649245373220884,0.17549211959061017,0.13505113758909237,0.11080050882827595,0.06777916751992416,0.14654749241955908,0.1280833159427223,0.14394701270427482,0.10811685344834902,0.10194859719752129,0.10845536340324562,0.14846964629186032
848,0.09137300784988663,0.07632449091551109,0.09686930673804456,0.10486785870978524,0.10722978746782075,0.0984366167635857,0.12711439271986377,0.09498105625514575,0.11950563458900894,0.09860200096685162,0.11411144323968044,0.104912975831224,0.1894316598412484,0.17988320205052766,0.11119595123609759,0.1547216854629533,0.10723100622990438,0.0943515571882161,0.10653329390165099,0.15054072622286957,0.11354732252937562,0.08597035946280433,0.1278725030371785,0.09702722060575728,0.1208970453598676,0.11760555660650329,0.18213377231122693,0.09930218948777574,0.12387262666027704,0.14085264532391906,0.10356314896794208,0.13867335615190296,0.15195244873129973,0.10358367551647728,0.15240658670909543,0.14313023536663527,0.16822347266679608,0.16412996069358618,0.13741143803377112,0.1149916313433458,0.11184418256847085,0.11175839449182491,0.11993190688188822,0.15300575747268189,0.08195143126697733,0.09031981017773494,0.12232910286174183,0.12615810165114721,0.10830596343446569,0.1223384411674154,0.13040217138468738,0.10847700304359859,0.14958925099990558,0.14985397113661475,0.13282053911878938,0.17004678738575932,0.11573188559508064,0.12337230024266296,0.1203936801107089,0.14598432767853553
849,0.10857014953285936,0.06899891905428099,0.1070491505118193,0.09758690665620326,0.10215661516983818,0.10761524282507054,0.10992146984821805,0.10263245412089873,0.10961416738163067,0.09226515319370861,0.09872567450811957,0.10721775258862735,0.12814319219171796,0.21236669888424717,0.10307361014455277,0.1526246215623206,0.13873930223133768,0.13893003604384832,0.09403146196592821,0.14495425216886149,0.09990671799882757,0.12536548451038046,0.1117473708796678,0.10595840945161324,0.1266385091484833,0.1180121054316355,0.15651636162112414,0.10010540648188693,0.09274707172568201,0.14081079086315326,0.10210622378766283,0.15540718296867478,0.14831840561408965,0.12700002420974318,0.13977406892623506,0.13514353108971577,0.1790791044985337,0.16454723946407898,0.13760079229172711,0.16314322662268685,0.06891592571470943,0.13274272276944313,0.12123956385514101,0.1296490321739925,0.09462206903844866,0.11292211782596007,0.14313296644766002,0.1383473676630991,0.15326421144267793,0.11976270360472058,0.11625163287867046,0.11113412250682836,0.07827910498933373,0.15299318001995638,0.13536879127549392,0.14264659991746792,0.1147696139207638,0.09929487912776655,0.10430092170335414,0.13650719037447417
850,0.11160271516995139,0.09878604313676437,0.11613150750587131,0.08221083696007375,0.08718439872063535,0.11952113000571625,0.10576019767429154,0.10914814458385631,0.1037423097573073,0.11514059457676112,0.10311331306219042,0.08972651183215073,0.12985920457951786,0.13096108404678203,0.11275182676731306,0.16138195439373446,0.12131022679519753,0.13091327668264333,0.042462432575684744,0.15205472911839976,0.0982077689693607,0.10784347526221114,0.09833678051831746,0.07763792956939271,0.11172975933051632,0.1077751268430418,0.12405382232805301,0.11451891401165774,0.11638953820621532,0.13506633335866378,0.10553837628321029,0.11032272173252694,0.14489229695239114,0.1318022358596404,0.14858989602459294,0.13255256234514975,0.15855150921633238,0.17330170431298875,0.15650275939914132,0.15804726809558953,0.13995404945772744,0.12974198766918288,0.18795694828951712,0.17383248904739035,0.13694708512978712,0.04096986084398995,0.10991977936196916,0.1377914480355359,0.12482090988128486,0.1486716717518394,0.1306188017710043,0.10353407728462283,0.09847175072621744,0.13008107240633685,0.13855705974608815,0.14860125010474015,0.11168896455976711,0.13242308508738132,0.11401254790133897,0.14657224483771564
851,0.07081761852723367,0.09764625959723788,0.12839189785125002,0.15048098692269526,0.08462870086333278,0.11104145332231168,0.0856966019519155,0.09715202110601102,0.09324549189280598,0.08808240198725828,0.0976146302500531,0.1083602810013933,0.12282483097257182,0.10931140524114293,0.13947231332635585,0.1558524594099989,0.12899133649714795,0.1431825656766395,0.08755134281184858,0.14700121827479662,0.09420376039882328,0.10670174634770553,0.09613662132692614,0.11756034315346213,0.12395929306639904,0.11040559628220858,0.14783296174644014,0.09243035465023303,0.09293318924163585,0.1385330994154142,0.1022791053164263,0.15252858067564762,0.14923746732982374,0.12916725603553475,0.15356730174787125,0.13391683423571024,0.17954004825949302,0.1591247666620633,0.1556422758452991,0.17211848145742553,0.08708995146764835,0.11780625175184431,0.13606863774211558,0.17370415163519728,0.13519441995844922,0.17619950461939402,0.12125435044830421,0.1402899587870834,0.10544231706023563,0.16597130533627777,0.10393547167569925,0.10319197553268224,0.10403294741017666,0.15296565271940069,0.1313858923743573,0.1642681348176249,0.12984016633717813,0.10261569363940212,0.11565849815204218,0.14367566821327696
852,0.1090981197932314,0.09437776627022829,0.11549820025503006,0.10208755281871086,0.1159767900367689,0.09050606222022499,0.09683522716925683,0.10863712439467241,0.09150908835293413,0.06639727990748404,0.10670217782189562,0.11214388298493069,0.15454677969340322,0.1520362579073139,0.12917416183688946,0.15807676103484292,0.12169525838562409,0.13470635620670005,0.16964720128397257,0.13489551332895097,0.10905943940713199,0.101973799720998,0.1240863227983094,0.10857056178713274,0.11326585295480039,0.10813047714923148,0.16308100017462268,0.10302928641903854,0.1159346937717155,0.10050930449057892,0.10201683513543705,0.13112839583346014,0.13772311524912786,0.1539439597882623,0.14041968181567382,0.1339324219775908,0.17822751511992943,0.16288357399310105,0.14273270332935967,0.17278936931652333,0.11174083203193233,0.09537953823647684,0.16977704885823103,0.19936137002049292,0.14362798400214463,0.060924899723111596,0.13630642559717768,0.13250073715512786,0.13313268722342778,0.16166727126438613,0.11518095168550291,0.12601082118856127,0.12891483443899693,0.15783047264435018,0.10858578519154011,0.16205310626504452,0.11367016059438285,0.09613071290362017,0.1105757968090964,0.14571511816571295
853,0.08693444144883869,0.10132709420717348,0.11824180983089268,0.10034833088496183,0.09876145727285268,0.11359671836001989,0.11450885713583514,0.10932874613332547,0.07987488609496748,0.09354086688358706,0.10587252225742515,0.11484183542033267,0.14897996118740517,0.07956404473930641,0.14278966558491887,0.16226745517781335,0.11461549586648179,0.1445212429471276,0.08031871176903094,0.1549994286065409,0.09355682433688348,0.10465380678440613,0.07962830675205727,0.08766691743227835,0.11085514198848144,0.1273962691788227,0.14539246060903754,0.11320754913702771,0.11658439195771825,0.12794120152422753,0.09965453778522988,0.14157144992491183,0.1452780851337695,0.1396712592078545,0.14897395486910214,0.1314978254698676,0.18263162291969165,0.15294961744201185,0.15001789785379885,0.12999369251118661,0.11337107336040017,0.14868578244473038,0.16869856068019234,0.18078466234202709,0.10776917321918819,0.0357518576157886,0.1080704169664273,0.13676144257569545,0.1309219719402491,0.2520730788786597,0.11627979208468271,0.11249060287489518,0.114392688256467,0.16397903570965808,0.12751342390080236,0.15849026067614136,0.10227276824371577,0.11019729389739638,0.11687133576429261,0.15036303619735242
854,0.10161231125806992,0.11180537467388237,0.127175177061651,0.08435715953747111,0.10364652345715691,0.10289371529745557,0.11257680985127282,0.10190960730283605,0.13059226757563944,0.12743073551060546,0.10102813457037674,0.1253451918854014,0.1313631236141463,0.15376298913474862,0.0983445125668561,0.1439030268660213,0.11897303011528884,0.15500037776074543,0.09004815951346695,0.1432660846576276,0.1016749193679422,0.09072084799584808,0.09492002793531469,0.07409183751087167,0.10713677576040886,0.11900094002272099,0.1539301445020908,0.11401129967632986,0.08718919525954819,0.10878601289581342,0.10412108418345145,0.1378687889595494,0.1410711938580716,0.13149209514318247,0.13636620126211677,0.14428713179044872,0.18867511335168444,0.16039142994994912,0.12902266408766047,0.1513175676986651,0.10131911120474944,0.13197269321637234,0.14505714735814496,0.1891562765958909,0.14140495819874416,0.09841303974520207,0.11468267458972885,0.1364449960807442,0.11945135882753558,0.13007856588590352,0.15094641877612203,0.12892576550189253,0.12414490418948018,0.13690843256038798,0.12910443783072864,0.16671526403209416,0.12496902840447686,0.128158012420601,0.11443269688198425,0.1190900394191622
855,0.1035443889988762,0.11484370211534926,0.11021778610570404,0.10594777231304318,0.0946714659707815,0.09260858827708798,0.09673603981624965,0.12034398343336206,0.08861252468483484,0.09063178521977314,0.10765498511813919,0.09930211323904961,0.15945257732978052,0.16753703427529754,0.13774613635633143,0.15932642146027892,0.15077974555478232,0.15236727232989955,0.12526713173196696,0.12875526655397831,0.10845985122815979,0.09709461468088647,0.09332935845028055,0.09032945383496911,0.09646730745459767,0.11061672275189575,0.13778650347841034,0.08989942929233465,0.09939472003931084,0.1257178549550055,0.10855762534681634,0.12614388868971058,0.12698682696336844,0.10985978413930816,0.1401592912808578,0.11627684557309503,0.1916812993064091,0.16723515990527807,0.15390942397903223,0.1416509242894364,0.10536124044805943,0.09430815991302686,0.15961171721191367,0.19807160242556346,0.11525694805190581,0.09874782353851402,0.13288734108506672,0.12215156972041998,0.1275970759797142,0.11123592455057742,0.10790452739729132,0.11817181039995615,0.07088018689117928,0.1322735579458123,0.12042617155071854,0.1576425502085116,0.13060331042147466,0.13403046100747132,0.11821472252374501,0.13083909526561768
856,0.09486554801617349,0.09712058178653611,0.11453361015169833,0.0961431717026544,0.11917347774999494,0.10792902880287522,0.10821423515129283,0.09638240850622633,0.09111865266032361,0.11477433998796412,0.1043099587850286,0.09105240623445279,0.16509883970304237,0.09781259530807926,0.13206879105081895,0.14535105732503553,0.1066150737505386,0.13298318701835252,0.18538283342570783,0.14726999432171223,0.09681023695645526,0.10597638127265409,0.10246163881106714,0.08730053421285654,0.09387856944718581,0.11818245555433582,0.17306796854691003,0.10216738506215017,0.12408062772419279,0.1325232844394111,0.10884430524322725,0.10413358018326399,0.12436571232840923,0.12194197061727005,0.1411708051263053,0.14928258748481413,0.1868282808712132,0.15224766934943051,0.14435312158554717,0.172433279495951,0.10830875431350406,0.11629286923896351,0.1645887002590674,0.1632505331563362,0.12074815118605654,0.198028477520922,0.1326713945557755,0.14459104206580423,0.09412093171619258,0.1498950129510506,0.11042413350366968,0.1123264085806908,0.09306674855635365,0.15356738329288858,0.1047576940743855,0.15415325593714962,0.12097535075374972,0.14669661175523535,0.11514587519720201,0.15612556973635056
857,0.12684533590615973,0.09659584088476234,0.1098304195409312,0.09108470794596524,0.11129040524741941,0.07995243100328928,0.11868152713194154,0.108262656049324,0.08795757945762142,0.13013205668838715,0.11573756780387082,0.08245399229964952,0.1656037927232796,0.12832480041051428,0.12913286298342735,0.17780489361662044,0.1492582717149325,0.12785145648866203,0.14584045659126088,0.11971974436441997,0.10728892721971148,0.10143710586519693,0.09321990446869523,0.07931751193480138,0.09559173084300288,0.11808444182232278,0.14907617870786277,0.0972155776284,0.10143745513907892,0.10388685837869047,0.1097848340905259,0.11685474310234696,0.13604544386936074,0.14526528073222952,0.13115894666121417,0.1473458528318439,0.17575278169759695,0.17285813457018365,0.1631439800332259,0.14103360933814788,0.0859770289521796,0.13732562718276642,0.18542148489597784,0.1990352885886685,0.11229289041307121,0.052872261837939895,0.11824365842908954,0.11888048717761514,0.12872495666096745,0.11368752470084563,0.13280028289285267,0.12533869289433605,0.09033083505439887,0.15670947089819956,0.1247725982504481,0.13776142648609388,0.09679266799741035,0.1279564062700479,0.10244468305538904,0.13947334764718103
858,0.09483492448450544,0.08629941496566192,0.11562043587863788,0.07992372333177564,0.10189025011989261,0.10215524596784983,0.12830925451876907,0.10427730779482237,0.11510920786151232,0.10636969801498769,0.09667555691352833,0.11600453750267684,0.1859078733551294,0.16302758485607696,0.1410411804279568,0.1642206031534094,0.12188892448049359,0.11897581874933144,0.11892178841317157,0.15692217623294524,0.1008260345296278,0.09355249060153255,0.12109780246906787,0.10181513553964393,0.09294923235534519,0.10628248277669675,0.155327670030215,0.10972188524764602,0.11780493010955168,0.13788662718016578,0.10411718115650946,0.12401010223005998,0.15158669250612583,0.13869919449414406,0.14878437552458318,0.14580875152059466,0.16490339544188612,0.15450251789177039,0.14330250330757968,0.16135447504166725,0.10148804293857659,0.09889878791185591,0.14720032343517742,0.19626813974251767,0.09789873126962564,0.1112020825395097,0.11899694292657295,0.1327926667689716,0.10372932319131338,0.08143622446732292,0.12139386007307337,0.1116878933424058,0.10453515718005438,0.1443486392557846,0.09763481250463663,0.17556107224632117,0.12438250186528521,0.10517989027958875,0.1128726275190837,0.1431433748838948
