,C20A-20_OA-2_10N_10mms_test3_,C20A-20_OA-2_10N_100mms_test4_,C20A-20_OA-2_20N_10mms_test1_,C20A-20_OA-2_20N_100mms_test2_,PAO4_OA-10_20N_100mms_test7_May11,PAO4_OA-10_20N_20mms_test11_May13,PAO4_OA-10_10N_20mms_test10_May11,PAO4_OA-10_10N_100mms_test5_May11,TOCN-10_C20A-1_OA-7.5_10N_100mms_test4_,TOCN-10_C20A-1_OA-7.5_20N_100mms_test1_,TOCN-10_C20A-1_OA-7.5_20N_10mms_test1_,TOCN-10_C20A-1_OA-7.5_10N_10mms_test3_,PAO4_OA-20_20N_20mms_test1_May8,PAO4+OA-0_10N_100mms_test12_May15,PAO4+OA-0_10N_20mms_test4_Apr25,PAO4+OA-0_20N_20mms_test1_Apr24,PAO4+OA-0_20N_100mms_test13_May15,PAO4_OA-20_10N_20mms_test6_May16,PAO4_OA-20_20N_100mms_test7_May16,PAO4_OA-20_10N_100mms_test3_May16,C20A-20_10N_10mms_test3_,C20A-20_20N_100mms_test2_,C20A-20_20N_10mms_test1_,C20A-20_10N_100mms_test4_,PAO4_OA-1_10N_100mms_test12_May14,PAO4_OA-1_20N_20mms_test5_May13,PAO4_OA-1_20N_100mms_test3_May7,PAO4_OA-1_10N_20mms_test10_May14
0,0.11606576033533612,0.1231577552328006,0.13948793509802682,0.15730264121208037,0.10179250429764745,0.10340123120909846,0.1081223813039536,0.1060124441585635,0.12998289460082368,0.141380792916045,0.12783473483918245,0.11746010014897608,0.10491146354933625,0.13850866545008841,0.176073764302164,0.15715641281333015,0.14433642736253693,0.14621834444062548,0.10697661010243019,0.14871700165691037,0.1361865053667488,0.15761125562965597,0.1583973713790575,0.12477850563850881,0.1089083497291165,0.15081804641091576,0.11445775904045756,0.1313195195305571
